02/07/2019 13:37:43
LT: 180.31

0.2000	  4531	0.3000	     0
0.2096	  4769	0.3017	     0
0.2191	  4359	0.3033	     0
0.2287	  3591	0.3050	     0
0.2383	  2906	0.3066	     0
0.2479	  2474	0.3083	     0
0.2574	  2058	0.3100	     0
0.2670	  1938	0.3116	     0
0.2766	  1947	0.3133	     0
0.2861	  2005	0.3149	     0
0.2957	  2165	0.3166	     0
0.3053	  2028	0.3183	     0
0.3148	  2115	0.3199	     0
0.3244	  2168	0.3216	     0
0.3340	  2229	0.3232	     0
0.3436	  2201	0.3249	     0
0.3531	  2405	0.3266	     0
0.3627	  2452	0.3282	     0
0.3723	  2572	0.3299	     0
0.3818	  2698	0.3315	     0
0.3914	  2823	0.3332	     0
0.4010	  2866	0.3349	     0
0.4105	  2970	0.3365	     1
0.4201	  2731	0.3382	     0
0.4297	  2720	0.3398	     0
0.4393	  2660	0.3415	     1
0.4488	  2634	0.3432	     0
0.4584	  2674	0.3448	     0
0.4680	  2671	0.3465	     0
0.4775	  2567	0.3481	     0
0.4871	  2565	0.3498	     1
0.4967	  2614	0.3515	     1
0.5063	  2426	0.3531	     1
0.5158	  2538	0.3548	     0
0.5254	  2510	0.3564	     0
0.5350	  2493	0.3581	     0
0.5445	  2516	0.3598	     1
0.5541	  2623	0.3614	     0
0.5637	  2611	0.3631	     0
0.5732	  2623	0.3647	     0
0.5828	  2708	0.3664	     0
0.5924	  2735	0.3681	     0
0.6020	  2635	0.3697	     0
0.6115	  2721	0.3714	     0
0.6211	  2741	0.3730	     0
0.6307	  2792	0.3747	     0
0.6402	  2716	0.3764	     0
0.6498	  2699	0.3780	     1
0.6594	  2806	0.3797	     1
0.6689	  2646	0.3813	     0
0.6785	  2735	0.3830	     0
0.6881	  2761	0.3847	     0
0.6977	  2738	0.3863	     0
0.7072	  2745	0.3880	     1
0.7168	  2574	0.3896	     0
0.7264	  2770	0.3913	     3
0.7359	  2777	0.3930	     1
0.7455	  2709	0.3946	     0
0.7551	  2768	0.3963	     1
0.7646	  2737	0.3979	     0
0.7742	  2802	0.3996	     0
0.7838	  2815	0.4013	     0
0.7934	  2824	0.4029	     0
0.8029	  2866	0.4046	     1
0.8125	  2927	0.4063	     1
0.8221	  2957	0.4079	     0
0.8316	  3065	0.4096	     0
0.8412	  3033	0.4112	     0
0.8508	  3203	0.4129	     0
0.8604	  3301	0.4146	     2
