04/03/2019 15:35:09
LT: 300.29

1.0000	     1	0.3000	     0
1.0088	     0	0.3017	     0
1.0176	     0	0.3033	     0
1.0264	     0	0.3050	     0
1.0352	     0	0.3066	     0
1.0439	     1	0.3083	     0
1.0527	     0	0.3100	     0
1.0615	     0	0.3116	     0
1.0703	     0	0.3133	     0
1.0791	     0	0.3149	     0
1.0879	     1	0.3166	     0
1.0967	     1	0.3183	     0
1.1055	     0	0.3199	     0
1.1143	     0	0.3216	     0
1.1230	     1	0.3232	     0
1.1318	     3	0.3249	     0
1.1406	     0	0.3266	     0
1.1494	     0	0.3282	     0
1.1582	     1	0.3299	     0
1.1670	     1	0.3315	     0
1.1758	     1	0.3332	     0
1.1846	     1	0.3349	     0
1.1934	     2	0.3365	     0
1.2021	     0	0.3382	     0
1.2109	     1	0.3398	     0
1.2197	     1	0.3415	     0
1.2285	     1	0.3432	     0
1.2373	     2	0.3448	     0
1.2461	     2	0.3465	     0
1.2549	     2	0.3481	     0
1.2637	     1	0.3498	     0
1.2725	     1	0.3515	     0
1.2813	     0	0.3531	     0
1.2900	     0	0.3548	     0
1.2988	     1	0.3564	     0
1.3076	     1	0.3581	     0
1.3164	     1	0.3598	     0
1.3252	     0	0.3614	     0
1.3340	     0	0.3631	     0
1.3428	     0	0.3647	     0
1.3516	     0	0.3664	     0
1.3604	     0	0.3681	     0
1.3691	     1	0.3697	     0
1.3779	     1	0.3714	     0
1.3867	     1	0.3730	     0
1.3955	     1	0.3747	     0
1.4043	     1	0.3764	     0
1.4131	     0	0.3780	     0
1.4219	     1	0.3797	     0
1.4307	     1	0.3813	     0
1.4395	     1	0.3830	     0
1.4482	     1	0.3847	     0
1.4570	     0	0.3863	     0
1.4658	     1	0.3880	     0
1.4746	     0	0.3896	     0
1.4834	     0	0.3913	     0
1.4922	     0	0.3930	     0
1.5010	     0	0.3946	     0
1.5098	     1	0.3963	     0
1.5186	     0	0.3979	     0
1.5273	     0	0.3996	     0
1.5361	     2	0.4013	     0
1.5449	     3	0.4029	     0
1.5537	     2	0.4046	     0
1.5625	     0	0.4063	     0
1.5713	     1	0.4079	     0
1.5801	     0	0.4096	     0
1.5889	     1	0.4112	     0
1.5977	     1	0.4129	     0
1.6064	     0	0.4146	     0
1.6152	     0	0.4162	     0
1.6240	     2	0.4179	     0
1.6328	     0	0.4195	     0
1.6416	     2	0.4212	     0
1.6504	     2	0.4229	     0
1.6592	     1	0.4245	     0
1.6680	     0	0.4262	     0
1.6768	     0	0.4278	     0
1.6855	     0	0.4295	     0
1.6943	     0	0.4312	     0
1.7031	     0	0.4328	     0
1.7119	     1	0.4345	     0
1.7207	     0	0.4361	     0
1.7295	     0	0.4378	     0
1.7383	     1	0.4395	     0
1.7471	     0	0.4411	     0
1.7559	     1	0.4428	     0
1.7646	     0	0.4444	     0
1.7734	     1	0.4461	     0
1.7822	     0	0.4478	     0
1.7910	     5	0.4494	     0
1.7998	     0	0.4511	     0
1.8086	     0	0.4527	     0
1.8174	     0	0.4544	     0
1.8262	     0	0.4561	     0
1.8350	     0	0.4577	     0
1.8438	     2	0.4594	     0
1.8525	     0	0.4610	     0
1.8613	     0	0.4627	     0
1.8701	     0	0.4644	     0
1.8789	     0	0.4660	     0
1.8877	     0	0.4677	     0
1.8965	     0	0.4693	     0
1.9053	     0	0.4710	     0
1.9141	     0	0.4727	     0
1.9229	     0	0.4743	     0
1.9316	     2	0.4760	     0
1.9404	     2	0.4776	     0
1.9492	     1	0.4793	     0
1.9580	     1	0.4810	     0
1.9668	     0	0.4826	     0
1.9756	     1	0.4843	     0
1.9844	     0	0.4859	     0
1.9932	     0	0.4876	     0
2.0020	     1	0.4893	     0
2.0107	     0	0.4909	     0
2.0195	     1	0.4926	     0
2.0283	     0	0.4942	     0
2.0371	     1	0.4959	     0
2.0459	     0	0.4976	     0
2.0547	     0	0.4992	     0
2.0635	     0	0.5009	     0
2.0723	     1	0.5025	     0
2.0811	     1	0.5042	     0
2.0898	     0	0.5059	     0
2.0986	     0	0.5075	     0
2.1074	     0	0.5092	     0
2.1162	     1	0.5108	     0
2.1250	     2	0.5125	     0
2.1338	     1	0.5142	     0
2.1426	     0	0.5158	     0
2.1514	     0	0.5175	     0
2.1602	     0	0.5191	     0
2.1689	     0	0.5208	     0
2.1777	     2	0.5225	     0
2.1865	     0	0.5241	     0
2.1953	     0	0.5258	     0
2.2041	     2	0.5274	     0
2.2129	     0	0.5291	     0
2.2217	     1	0.5308	     0
2.2305	     1	0.5324	     0
2.2393	     1	0.5341	     0
2.2480	     2	0.5357	     0
2.2568	     0	0.5374	     0
2.2656	     1	0.5391	     0
2.2744	     3	0.5407	     0
2.2832	     0	0.5424	     0
2.2920	     0	0.5440	     0
2.3008	     1	0.5457	     0
2.3096	     0	0.5474	     0
2.3184	     1	0.5490	     0
2.3271	     0	0.5507	     0
2.3359	     0	0.5523	     0
2.3447	     1	0.5540	     0
2.3535	     2	0.5557	     0
2.3623	     1	0.5573	     0
2.3711	     2	0.5590	     0
2.3799	     0	0.5606	     0
2.3887	     0	0.5623	     0
2.3975	     0	0.5640	     0
2.4063	     3	0.5656	     0
2.4150	     0	0.5673	     0
2.4238	     0	0.5689	     0
2.4326	     2	0.5706	     0
2.4414	     0	0.5723	     0
2.4502	     2	0.5739	     0
2.4590	     1	0.5756	     0
2.4678	     0	0.5772	     0
2.4766	     0	0.5789	     0
2.4854	     1	0.5806	     0
2.4941	     3	0.5822	     0
2.5029	     1	0.5839	     0
2.5117	     1	0.5855	     0
2.5205	     0	0.5872	     0
2.5293	     3	0.5889	     0
2.5381	     0	0.5905	     0
2.5469	     0	0.5922	     0
2.5557	     0	0.5938	     0
2.5645	     1	0.5955	     0
2.5732	     1	0.5972	     0
2.5820	     1	0.5988	     0
2.5908	     1	0.6005	     0
2.5996	     2	0.6021	     0
2.6084	     3	0.6038	     0
2.6172	     1	0.6055	     0
2.6260	     1	0.6071	     0
2.6348	     1	0.6088	     0
2.6436	     1	0.6104	     0
2.6523	     4	0.6121	     0
2.6611	     1	0.6138	     0
2.6699	     1	0.6154	     0
2.6787	     0	0.6171	     0
2.6875	     0	0.6187	     0
2.6963	     1	0.6204	     0
2.7051	     0	0.6221	     0
2.7139	     0	0.6237	     0
2.7227	     1	0.6254	     0
2.7314	     0	0.6271	     0
2.7402	     1	0.6287	     0
2.7490	     3	0.6304	     0
2.7578	     2	0.6320	     0
2.7666	     1	0.6337	     0
2.7754	     3	0.6354	     0
2.7842	     1	0.6370	     0
2.7930	     1	0.6387	     0
2.8018	     1	0.6403	     0
2.8105	     1	0.6420	     0
2.8193	     0	0.6437	     0
2.8281	     0	0.6453	     0
2.8369	     0	0.6470	     0
2.8457	     0	0.6486	     0
2.8545	     2	0.6503	     0
2.8633	     0	0.6520	     0
2.8721	     0	0.6536	     0
2.8809	     1	0.6553	     0
2.8896	     0	0.6569	     0
2.8984	     0	0.6586	     0
2.9072	     1	0.6603	     0
2.9160	     1	0.6619	     0
2.9248	     1	0.6636	     0
2.9336	     1	0.6652	     0
2.9424	     0	0.6669	     0
2.9512	     3	0.6686	     0
2.9600	     0	0.6702	     0
2.9688	     2	0.6719	     0
2.9775	     4	0.6735	     0
2.9863	     1	0.6752	     0
2.9951	     1	0.6769	     0
3.0039	     3	0.6785	     0
3.0127	     2	0.6802	     0
3.0215	     3	0.6818	     0
3.0303	     1	0.6835	     0
3.0391	     3	0.6852	     0
3.0479	     1	0.6868	     0
3.0566	     2	0.6885	     0
3.0654	     1	0.6901	     0
3.0742	     2	0.6918	     0
3.0830	     0	0.6935	     0
3.0918	     2	0.6951	     0
3.1006	     3	0.6968	     0
3.1094	     1	0.6984	     0
3.1182	     0	0.7001	     0
3.1270	     2	0.7018	     0
3.1357	     1	0.7034	     0
3.1445	     1	0.7051	     0
3.1533	     2	0.7067	     0
3.1621	     5	0.7084	     0
3.1709	     1	0.7101	     0
3.1797	     8	0.7117	     0
3.1885	     3	0.7134	     0
3.1973	     1	0.7150	     0
3.2061	     2	0.7167	     0
3.2148	     2	0.7184	     0
3.2236	     4	0.7200	     0
3.2324	     1	0.7217	     0
3.2412	     5	0.7233	     0
3.2500	     4	0.7250	     0
3.2588	     0	0.7267	     0
3.2676	     2	0.7283	     0
3.2764	     2	0.7300	     0
3.2852	     3	0.7316	     0
3.2939	     1	0.7333	     0
3.3027	     0	0.7350	     0
3.3115	     3	0.7366	     0
3.3203	     1	0.7383	     0
3.3291	     9	0.7399	     0
3.3379	     4	0.7416	     0
3.3467	     5	0.7433	     0
3.3555	     0	0.7449	     0
3.3643	     2	0.7466	     0
3.3730	     4	0.7482	     0
3.3818	     4	0.7499	     0
3.3906	     3	0.7516	     0
3.3994	     4	0.7532	     0
3.4082	     4	0.7549	     0
3.4170	     3	0.7565	     0
3.4258	     4	0.7582	     0
3.4346	     6	0.7599	     0
3.4434	     3	0.7615	     0
3.4521	     3	0.7632	     0
3.4609	     5	0.7648	     0
3.4697	     0	0.7665	     0
3.4785	     7	0.7682	     0
3.4873	     2	0.7698	     0
3.4961	     2	0.7715	     0
3.5049	     3	0.7731	     0
3.5137	     4	0.7748	     0
3.5225	     7	0.7765	     0
3.5313	     4	0.7781	     0
3.5400	     2	0.7798	     0
3.5488	     3	0.7814	     0
3.5576	     1	0.7831	     0
3.5664	     4	0.7848	     0
3.5752	     8	0.7864	     0
3.5840	     2	0.7881	     0
3.5928	     3	0.7897	     0
3.6016	     3	0.7914	     0
3.6104	     7	0.7931	     0
3.6191	     4	0.7947	     0
3.6279	     3	0.7964	     0
3.6367	     5	0.7980	     0
3.6455	     5	0.7997	     0
3.6543	     2	0.8014	     0
3.6631	     8	0.8030	     0
3.6719	     3	0.8047	     0
3.6807	     3	0.8063	     0
3.6895	     3	0.8080	     0
3.6982	     4	0.8097	     0
3.7070	     3	0.8113	     0
3.7158	     3	0.8130	     0
3.7246	     5	0.8146	     0
3.7334	     4	0.8163	     0
3.7422	     2	0.8180	     0
3.7510	     6	0.8196	     0
3.7598	     2	0.8213	     0
3.7686	     4	0.8229	     0
3.7773	     3	0.8246	     0
3.7861	     2	0.8263	     0
3.7949	     2	0.8279	     0
3.8037	     3	0.8296	     0
3.8125	     3	0.8313	     0
3.8213	     0	0.8329	     0
3.8301	     3	0.8346	     0
3.8389	     4	0.8362	     0
3.8477	     5	0.8379	     0
3.8564	     0	0.8396	     0
3.8652	     5	0.8412	     0
3.8740	     4	0.8429	     0
3.8828	     2	0.8445	     0
3.8916	     4	0.8462	     0
3.9004	     6	0.8479	     0
3.9092	     3	0.8495	     0
3.9180	     5	0.8512	     0
3.9268	     7	0.8528	     0
3.9355	     9	0.8545	     0
3.9443	     6	0.8562	     0
3.9531	     4	0.8578	     0
3.9619	     2	0.8595	     0
3.9707	     2	0.8611	     0
3.9795	     7	0.8628	     0
3.9883	     3	0.8645	     0
3.9971	     7	0.8661	     0
4.0059	     7	0.8678	     0
4.0146	     3	0.8694	     0
4.0234	     5	0.8711	     0
4.0322	     4	0.8728	     0
4.0410	     5	0.8744	     0
4.0498	     3	0.8761	     0
4.0586	     2	0.8777	     0
4.0674	     4	0.8794	     0
4.0762	     3	0.8811	     0
4.0850	     4	0.8827	     0
4.0938	     1	0.8844	     0
4.1025	     3	0.8860	     0
4.1113	     4	0.8877	     0
4.1201	     7	0.8894	     0
4.1289	     6	0.8910	     0
4.1377	     2	0.8927	     0
4.1465	     8	0.8943	     0
4.1553	     6	0.8960	     0
4.1641	     1	0.8977	     0
4.1729	     2	0.8993	     0
4.1816	     6	0.9010	     0
4.1904	     2	0.9026	     0
4.1992	     5	0.9043	     0
4.2080	     7	0.9060	     0
4.2168	     6	0.9076	     0
4.2256	     1	0.9093	     0
4.2344	     5	0.9109	     0
4.2432	     4	0.9126	     0
4.2520	     4	0.9143	     0
4.2607	     4	0.9159	     0
4.2695	     8	0.9176	     0
4.2783	     3	0.9192	     0
4.2871	     7	0.9209	     0
4.2959	     4	0.9226	     0
4.3047	     3	0.9242	     0
4.3135	     4	0.9259	     0
4.3223	     6	0.9275	     0
4.3311	     3	0.9292	     0
4.3398	     4	0.9309	     0
4.3486	     6	0.9325	     0
4.3574	     5	0.9342	     0
4.3662	     3	0.9358	     0
4.3750	     5	0.9375	     0
4.3838	     5	0.9392	     0
4.3926	     3	0.9408	     0
4.4014	     3	0.9425	     0
4.4102	     3	0.9441	     0
4.4189	     6	0.9458	     0
4.4277	     6	0.9475	     0
4.4365	     6	0.9491	     0
4.4453	     5	0.9508	     0
4.4541	     7	0.9524	     0
4.4629	     5	0.9541	     0
4.4717	     4	0.9558	     0
4.4805	    11	0.9574	     0
4.4893	     3	0.9591	     0
4.4980	     8	0.9607	     0
4.5068	     7	0.9624	     0
4.5156	     7	0.9641	     0
4.5244	     7	0.9657	     0
4.5332	     6	0.9674	     0
4.5420	     2	0.9690	     0
4.5508	     8	0.9707	     0
4.5596	    14	0.9724	     0
4.5684	     6	0.9740	     0
4.5771	     5	0.9757	     0
4.5859	     7	0.9773	     0
4.5947	     4	0.9790	     0
4.6035	     6	0.9807	     0
4.6123	    10	0.9823	     0
4.6211	     9	0.9840	     0
4.6299	     7	0.9856	     0
4.6387	     6	0.9873	     0
4.6475	    11	0.9890	     0
4.6563	     3	0.9906	     0
4.6650	    10	0.9923	     0
4.6738	     7	0.9939	     0
4.6826	     8	0.9956	     0
4.6914	     7	0.9973	     0
4.7002	     9	0.9989	     0
4.7090	     4	1.0006	     0
4.7178	     6	1.0022	     0
4.7266	     4	1.0039	     0
4.7354	     8	1.0056	     0
4.7441	     6	1.0072	     0
4.7529	     3	1.0089	     0
4.7617	     6	1.0105	     0
4.7705	     7	1.0122	     0
4.7793	     8	1.0139	     0
4.7881	     7	1.0155	     0
4.7969	     7	1.0172	     0
4.8057	     8	1.0188	     0
4.8145	     4	1.0205	     0
4.8232	     4	1.0222	     0
4.8320	     2	1.0238	     0
4.8408	     2	1.0255	     0
4.8496	     6	1.0271	     0
4.8584	    12	1.0288	     0
4.8672	     6	1.0305	     0
4.8760	     8	1.0321	     0
4.8848	     6	1.0338	     0
4.8936	     8	1.0354	     0
4.9023	     5	1.0371	     0
4.9111	     3	1.0388	     0
4.9199	     8	1.0404	     0
4.9287	     9	1.0421	     0
4.9375	     7	1.0438	     0
4.9463	    15	1.0454	     0
4.9551	     7	1.0471	     0
4.9639	     4	1.0487	     0
4.9727	     6	1.0504	     0
4.9814	     6	1.0521	     0
4.9902	     6	1.0537	     0
4.9990	     7	1.0554	     0
5.0078	     8	1.0570	     0
5.0166	     4	1.0587	     0
5.0254	     8	1.0604	     0
5.0342	     9	1.0620	     0
5.0430	     5	1.0637	     0
5.0518	     8	1.0653	     0
5.0605	    12	1.0670	     0
5.0693	     4	1.0687	     0
5.0781	     3	1.0703	     0
5.0869	     9	1.0720	     0
5.0957	     8	1.0736	     0
5.1045	     4	1.0753	     0
5.1133	     8	1.0770	     0
5.1221	     9	1.0786	     0
5.1309	     1	1.0803	     0
5.1396	     6	1.0819	     0
5.1484	     7	1.0836	     0
5.1572	     6	1.0853	     0
5.1660	     5	1.0869	     0
5.1748	     8	1.0886	     0
5.1836	     6	1.0902	     0
5.1924	    12	1.0919	     0
5.2012	    11	1.0936	     0
5.2100	     5	1.0952	     0
5.2188	     8	1.0969	     0
5.2275	     4	1.0985	     0
5.2363	     7	1.1002	     0
5.2451	     6	1.1019	     0
5.2539	     4	1.1035	     0
5.2627	     5	1.1052	     0
5.2715	     6	1.1068	     0
5.2803	     9	1.1085	     0
5.2891	     9	1.1102	     0
5.2979	     7	1.1118	     0
5.3066	     5	1.1135	     0
